street,house
"Победы, пл.",8
"Победы, пл.",9
"Поворотно-Нагорная, ул.",5
"Поворотно-Нагорная, ул.",7
"Поворотно-Нагорная, ул.",8
"Поворотно-Нагорная, ул.",9
"Поворотно-Нагорная, ул.",10
"Поворотно-Нагорная, ул.",11
"Поворотно-Нагорная, ул.",17
"Поворотно-Нагорная, ул.",19
"Покровская, ул.",3
"Покровская, ул.",5
"Полевая, ул.",2стрА
"Полевая, ул.",3
"Полевая, ул.",6
"Полевая, ул.",10
"Полевая, ул.",11
"Полевая, ул.",17
"Полковника Валькевича, пер.",1
"Полковника Валькевича, пер.",1к1
"Полковника Валькевича, пер.",3
"Полярная, ул.",1
"Полярная, ул.",3
"Полярная, ул.",4
"Полярная, ул.",5
"Полярная, ул.",6
"Полярная, ул.",7
"Полярная, ул.",8
"Полярная, ул.",9
"Полярная, ул.",10
"Полярная, ул.",11
"Полярная, ул.",12
"Полярная, ул.",13
"Полярная, ул.",14
"Полярная, ул.",15
"Полярная, ул.",16
"Полярная, ул.",17
"Полярная, ул.",18
"Полярная, ул.",19
"Полярная, ул.",20
"Полярная, ул.",21
"Полярная, ул.",22
"Полярная, ул.",23
"Полярная, ул.",24
"Полярная, ул.",25
"Полярная, ул.",26
"Полярная, ул.",27
"Полярная, ул.",28
"Полярная, ул.",29
"Полярная, ул.",30
"Полярная, ул.",31
"Полярная, ул.",32
"Полярная, ул.",34
"Попова, ул.",17
"Попова, ул.",19
"Попова, ул.",30
"Попова, ул.",32
"Попова, ул.",36
"Поэта Хведи, ул.",2
"Поэта Хведи, ул.",4
"Поэта Хведи, ул.",6
"Поэта Хведи, ул.",8
"Поэта Хведи, ул.",10
"Поэта Хведи, ул.",12/29
"Поэта Хведи, ул.",14/30
"Поэта Хведи, ул.",16
"Правая набережная Сугутки, ул.",1
"Правая набережная Сугутки, ул.",7
"Президентский, б-р",1
"Президентский, б-р",1стра
"Президентский, б-р",4
"Президентский, б-р",5/17
"Президентский, б-р",6
"Президентский, б-р",9
"Президентский, б-р",10
"Президентский, б-р",11
"Президентский, б-р",12
"Президентский, б-р",13
"Президентский, б-р",14
"Президентский, б-р",15
"Президентский, б-р",17/1
"Президентский, б-р",19
"Президентский, б-р",19стрА
"Президентский, б-р",20
"Президентский, б-р",21
"Президентский, б-р",23
"Президентский, б-р",24
"Президентский, б-р",27А
"Президентский, б-р",27Б
"Президентский, б-р",31
"Президентский, б-р",33
"Пржевальского, ул.",3
"Пржевальского, ул.",4
"Пржевальского, ул.",5
"Пржевальского, ул.",7
"Пржевальского, ул.",9
"Пржевальского, ул.",13
"Прибрежная, ул.",2
"Прибрежная, ул.",3
"Прибрежная, ул.",4
"Прибрежная, ул.",5
"Прибрежная, ул.",6
"Прибрежная, ул.",7
"Прибрежная, ул.",8
"Прибрежная, ул.",9
"Прибрежная, ул.",10
"Прибрежная, ул.",11
"Прибрежная, ул.",12
"Прибрежная, ул.",13
"Прибрежная, ул.",14
"Прибрежная, ул.",15
"Прибрежная, ул.",16
"Прибрежная, ул.",17
"Прибрежная, ул.",18
"Прибрежная, ул.",19
"Прибрежная, ул.",20
"Прибрежная, ул.",21
"Прибрежная, ул.",22
"Прибрежная, ул.",23
"Прибрежная, ул.",24
"Прибрежная, ул.",25
"Прибрежная, ул.",26
"Прибрежная, ул.",27
"Прибрежная, ул.",29
"Прибрежная, ул.",30
"Прибрежная, ул.",31
"Прибрежная, ул.",32
"Прибрежная, ул.",33
"Прибрежная, ул.",34
"Прибрежная, ул.",35
"Прибрежная, ул.",36
"Прибрежная, ул.",37
"Прибрежная, ул.",38
"Прибрежная, ул.",40
"Прибрежная, ул.",41
"Прибрежная, ул.",42
"Прибрежная, ул.",43
"Прибрежная, ул.",44
"Прибрежная, ул.",45
"Прибрежная, ул.",46
"Прибрежная, ул.",48
"Прибрежная, ул.",49
"Прибрежная, ул.",50
"Прибрежная, ул.",51
"Прибрежная, ул.",53
"Прибрежная, ул.",56
"Прибрежная, ул.",58
"Прибрежная, ул.",60
"Привокзальная, ул.",1
"Привокзальная, ул.",1Ж
"Привокзальная, ул.",1с1
"Привокзальная, ул.",1стрА
"Привокзальная, ул.",1стрБ
"Привокзальная, ул.",1стрг
"Привокзальная, ул.",1стрД
"Привокзальная, ул.",2
"Привокзальная, ул.",3
"Привокзальная, ул.",3А
"Привокзальная, ул.",4
"Привокзальная, ул.",4А
"Привокзальная, ул.",5А
"Привокзальная, ул.",6
"Привокзальная, ул.",8
"Привокзальная, ул.",10
"Привокзальная, ул.",12
"Приволжский, б-р",1
"Приволжский, б-р",2
"Приволжский, б-р",2к1
"Приволжский, б-р",3
"Приволжский, б-р",4
"Приволжский, б-р",4к1
"Приволжский, б-р",6/10
"Приволжский, б-р",7/8
"Привосточная, ул.",2С
"Привосточная, ул.",4Б
"Привосточная, ул.",4Е
"Привосточная, ул.",27
"Привосточная, ул.",52
"Привосточная 2-я, ул.",3К
"Привосточная 2-я, ул.",6
"Привосточная 2-я, ул.",78
"Привосточная 2-я, ул.",81А
"Привосточная 2-я, ул.",91А
"Привосточная 2-я, ул.",93
"Привосточная 2-я, ул.",94
"Привосточная 2-я, ул.",95
"Привосточная 2-я, ул.",131
"Пристанционная, ул.",1
"Пристанционная, ул.",1к9
"Пристанционная, ул.",1стрА
"Пристанционная, ул.",2
"Пристанционная, ул.",2стрА
"Пристанционная, ул.",3
"Пристанционная, ул.",3Г
"Пристанционная, ул.",3Е
"Пристанционная, ул.",3Ж
"Пристанционная, ул.",4
"Пристанционная, ул.",5В
"Пристанционная, ул.",6
"Пристанционная, ул.",6стрА
"Пристанционная, ул.",7
"Пристанционная, ул.",7к1
"Пристанционная, ул.",7к4
"Пристанционная, ул.",8
"Пристанционная, ул.",8А
"Пристанционная, ул.",8стрБ
"Пристанционная, ул.",8стрЖ
"Пристанционная, ул.",8стрЗ
"Пристанционная, ул.",9
"Пристанционная, ул.",10
"Пристанционная, ул.",11
"Пристанционная, ул.",12
"Пристанционная, ул.",13
"Пристанционная, ул.",14
"Пристанционная, ул.",15
"Пристанционная, ул.",16
"Пристанционная, ул.",16А
"Пристанционная, ул.",17
"Пристанционная, ул.",18
"Пристанционная, ул.",18стрА
"Пристанционная, ул.",19
"Пристанционная, ул.",20
"Пристанционная, ул.",20стрА
"Пристанционная, ул.",21
"Пристанционная, ул.",22
"Пристанционная, ул.",23
"Пристанционная, ул.",24
"Пристанционная, ул.",25
"Пристанционная, ул.",26
"Пристанционная, ул.",26стрА
"Пристанционная, ул.",27
"Пристанционная, ул.",29
"Пристанционная, ул.",29А
"Пристанционная, ул.",29Б
"Пристанционная, ул.",31
"Пристанционная, ул.",31стрА
"Пристанционная, ул.",33
"Прогрессивная, ул.",11
"Прогрессивная, ул.",поз15
"Пролетарская, ул.",1
"Пролетарская, ул.",3
"Пролетарская, ул.",3стрА
"Пролетарская, ул.",4
"Пролетарская, ул.",5
"Пролетарская, ул.",5А
"Пролетарская, ул.",6
"Пролетарская, ул.",7
"Пролетарская, ул.",8
"Пролетарская, ул.",8стрА
"Пролетарская, ул.",9
"Пролетарская, ул.",10
"Пролетарская, ул.",12
"Пролетарская, ул.",13
"Пролетарская, ул.",13к1
"Пролетарская, ул.",14
"Пролетарская, ул.",15
"Пролетарская, ул.",16
"Пролетарская, ул.",16к1
"Пролетарская, ул.",16к2
"Пролетарская, ул.",16стрА
"Пролетарская, ул.",17
"Пролетарская, ул.",18
"Пролетарская, ул.",20
"Пролетарская, ул.",21
"Пролетарская, ул.",22
"Пролетарская, ул.",23
"Пролетарская, ул.",24
"Пролетарская, ул.",25
"Пролетарская, ул.",25к1
"Пролетарская, ул.",26
"Пролетарская, ул.",27
"Пролетарская, ул.",28
"Промышленная, ул.",2
"Промышленная, ул.",4к1
"Промышленная, ул.",7
"Промышленная, ул.",7стрА
"Промышленная, ул.",7стрг
"Промышленная, ул.",8
"Промышленная, ул.",8к1
"Промышленная, ул.",9
"Промышленная, ул.",9к1
"Промышленная, ул.",10
"Промышленная, ул.",10стрА
"Промышленная, ул.",11
"Промышленная, ул.",14
"Промышленная, ул.",16
"Профсоюзная, ул.",1
"Профсоюзная, ул.",2
"Профсоюзная, ул.",3
"Профсоюзная, ул.",4
"Профсоюзная, ул.",5
"Профсоюзная, ул.",6
"Профсоюзная, ул.",7
"Профсоюзная, ул.",8
"Профсоюзная, ул.",9
"Профсоюзная, ул.",10
"Профсоюзная, ул.",11
"Профсоюзная, ул.",12
"Пугачева, ул.",1
"Пугачева, ул.",3
"Пугачева, ул.",4
"Пугачева, ул.",5
"Пугачева, ул.",7
"Пугачева, ул.",9
"Пугачева, ул.",11
